"fecha","nombre_producto","vendido"
2020-11-26,Fanta,97218.76
2018-08-22,Sprite,38629.45
2020-07-10,Coca-Cola,66601.65
2021-12-23,Del Valle Naranja,57854.86
2022-10-04,Mineral Agua Mineral,56101.27
2021-05-27,Manzanita Sol,51498.19
2021-05-02,Pepsi,67775.54
2020-08-27,Boing Mango,60497.59
2019-12-27,Sprite,67019.36
2022-06-04,Del Valle Naranja,63628.93
2021-12-22,Pepsi,70495.01
2022-05-23,Mineral Agua Mineral,58496.58
2022-10-17,Mineral Agua Mineral,31201.69
2019-06-08,Mineral Agua Mineral,43305.96
2018-11-25,Boing Mango,58464.48
2022-12-15,Fanta,74733.57
2019-09-20,Del Valle Naranja,38263.47
2020-12-10,Mineral Agua Mineral,34365.33
2019-09-21,Mineral Agua Mineral,59610.35
2020-10-30,Mineral Agua Mineral,27583.45
2020-02-18,Del Valle Naranja,43265.87
2018-01-28,Pepsi,55033.73
2019-04-15,Pepsi,48093.58
2019-02-07,Del Valle Naranja,39850.07
2021-10-27,Epura Agua Purificada,25131.68
2020-12-12,Del Valle Naranja,41365.84
2020-01-10,Pepsi,40740.95
2021-09-28,Coca-Cola,98686.41
2019-11-19,Manzanita Sol,49128.12
2021-07-20,Coca-Cola,47164.38
2022-07-10,Manzanita Sol,54630.86
2019-06-16,Coca-Cola,59535.75
2020-07-30,Sprite,24329.02
2022-05-01,Pepsi,60250.86
2021-05-08,Pepsi,59490.97
2020-10-12,Pepsi,67826.10
2020-03-18,Pepsi,45810.47
2019-02-01,Boing Mango,47244.18
2022-05-18,Boing Mango,80877.29
2018-07-25,Fanta,43982.03
2020-11-24,Boing Mango,44575.93
2020-07-17,Pepsi,60974.65
2019-12-24,Boing Guayaba,41656.57
2021-04-08,Coca-Cola,65762.37
2022-05-03,Boing Mango,54041.32
2022-03-27,Mineral Agua Mineral,49921.40
2020-09-06,Manzanita Sol,122709.42
2022-03-14,Del Valle Naranja,43477.00
2018-03-12,Sprite,54384.14
2022-12-21,Fanta,59777.77
2022-11-30,Epura Agua Purificada,57614.77
2021-09-15,Sprite,64804.34
2020-09-02,Pepsi,108939.64
2020-08-10,Pepsi,62032.27
2022-12-22,Sprite,44610.79
2018-04-15,Mineral Agua Mineral,46985.71
2018-02-09,Boing Mango,76458.87
2022-07-27,Boing Guayaba,96615.53
2020-04-24,Del Valle Naranja,95616.67
2022-01-17,Sprite,64150.18
2020-08-29,Del Valle Naranja,44531.57
2022-09-22,Boing Mango,48117.00
2019-07-31,Coca-Cola,57339.93
2021-11-14,Boing Mango,27415.58
2021-04-20,Del Valle Naranja,40597.94
2022-01-20,Epura Agua Purificada,48474.68
2022-04-22,Del Valle Naranja,22794.53
2020-04-24,Mineral Agua Mineral,29553.22
2018-01-22,Boing Mango,49953.17
2018-04-08,Epura Agua Purificada,41569.52
2022-01-06,Fanta,73524.85
2020-01-05,Fanta,76933.68
2018-03-26,Boing Mango,44385.04
2021-09-12,Manzanita Sol,94033.89
2020-08-04,Pepsi,51908.99
2021-03-05,Mineral Agua Mineral,43706.42
2022-06-24,Epura Agua Purificada,35690.83
2018-09-26,Mineral Agua Mineral,39659.09
2021-07-30,Sprite,84568.37
2018-08-03,Pepsi,48369.04
2018-04-20,Boing Mango,60912.83
2022-10-19,Fanta,85738.61
2018-06-30,Fanta,69630.83
2020-03-21,Del Valle Naranja,43961.54
2019-01-10,Epura Agua Purificada,58007.97
2021-12-17,Coca-Cola,121921.06
2018-10-03,Epura Agua Purificada,20813.08
2019-09-20,Manzanita Sol,72178.56
2020-03-12,Pepsi,55553.57
2018-03-19,Mineral Agua Mineral,58695.48
2018-07-27,Boing Mango,40184.38
2020-12-31,Boing Mango,87505.06
2022-05-11,Mineral Agua Mineral,67274.99
2018-05-31,Manzanita Sol,65767.85
2021-09-03,Coca-Cola,84421.78
2021-11-29,Manzanita Sol,64982.29
2018-11-27,Del Valle Naranja,71650.46
2019-09-23,Mineral Agua Mineral,77107.10
2020-07-10,Sprite,127426.48
2021-12-06,Epura Agua Purificada,22983.26
2018-10-16,Epura Agua Purificada,33574.45
2021-04-09,Manzanita Sol,63363.42
2019-03-16,Del Valle Naranja,68410.03
2019-02-13,Fanta,73235.25
2019-05-24,Mineral Agua Mineral,59697.35
2022-12-05,Manzanita Sol,101656.20
2022-10-14,Del Valle Naranja,19150.79
2020-07-31,Del Valle Naranja,61627.67
2022-05-03,Del Valle Naranja,103561.78
2022-11-07,Manzanita Sol,28459.79
2020-06-27,Sprite,54178.92
2022-05-07,Sprite,59252.66
2019-01-20,Mineral Agua Mineral,46291.71
2020-06-20,Mineral Agua Mineral,55124.53
2018-07-19,Del Valle Naranja,24192.57
2021-08-02,Coca-Cola,65582.54
2021-06-29,Del Valle Naranja,43003.36
2020-04-03,Coca-Cola,73439.57
2019-10-24,Sprite,69558.68
2021-01-17,Mineral Agua Mineral,56735.52
2021-10-01,Mineral Agua Mineral,34500.26
2018-12-25,Coca-Cola,47992.04
2021-03-18,Boing Guayaba,27587.64
2020-09-20,Epura Agua Purificada,40189.29
2018-03-27,Coca-Cola,84964.92
2020-05-21,Mineral Agua Mineral,34984.54
2022-04-25,Manzanita Sol,74939.65
2019-01-21,Fanta,52791.58
2020-07-29,Mineral Agua Mineral,60864.06
2022-07-23,Fanta,25898.61
2019-06-02,Epura Agua Purificada,42921.57
2018-11-29,Boing Mango,44440.41
2021-11-04,Manzanita Sol,68163.59
2022-10-27,Boing Mango,56855.12
2018-10-06,Boing Mango,58055.47
2019-05-04,Boing Mango,26790.57
2022-01-14,Coca-Cola,89941.35
2018-04-26,Del Valle Naranja,89302.66
2021-09-19,Boing Mango,61219.93
2021-10-24,Coca-Cola,76491.69
2019-11-01,Manzanita Sol,58136.20
2020-01-28,Boing Mango,37629.86
2018-12-18,Sprite,40890.23
2021-08-28,Mineral Agua Mineral,50098.59
2019-04-26,Boing Guayaba,36663.43
2022-05-18,Pepsi,47808.99
2019-05-26,Fanta,62967.66
2018-11-28,Manzanita Sol,71669.98
2018-03-04,Fanta,65446.38
2021-07-31,Fanta,54575.64
2022-04-20,Boing Guayaba,66933.42
2021-08-29,Del Valle Naranja,62686.26
2021-12-22,Fanta,40622.76
2021-11-28,Manzanita Sol,41579.23
2020-01-12,Boing Mango,45227.62
2021-01-01,Coca-Cola,94001.14
2018-12-28,Sprite,61134.01
2022-09-01,Manzanita Sol,27755.05
2018-01-02,Fanta,65832.43
2021-02-04,Coca-Cola,60726.96
2018-08-15,Del Valle Naranja,26982.35
2021-09-13,Boing Mango,46183.79
2018-11-05,Pepsi,66827.02
2022-09-01,Coca-Cola,53997.61
2022-09-13,Sprite,54677.52
2020-02-27,Mineral Agua Mineral,48189.53
2019-11-19,Coca-Cola,99106.08
2019-05-06,Coca-Cola,78203.44
2022-01-14,Fanta,48126.11
2018-01-22,Sprite,60187.42
2021-06-10,Mineral Agua Mineral,50293.47
2019-06-22,Del Valle Naranja,49968.97
2020-07-07,Boing Guayaba,61737.46
2018-07-06,Manzanita Sol,55021.67
2022-11-08,Boing Guayaba,45761.99
2022-01-17,Epura Agua Purificada,41402.92
2021-12-21,Coca-Cola,68168.26
2019-11-05,Coca-Cola,41515.60
2019-10-29,Manzanita Sol,25409.28
2018-05-16,Fanta,28775.51
2020-07-01,Pepsi,67787.35
2020-07-11,Boing Guayaba,56054.02
2018-02-14,Manzanita Sol,45234.81
2022-10-14,Mineral Agua Mineral,41380.56
2021-04-03,Manzanita Sol,81591.59
2022-06-27,Sprite,83982.57
2020-06-03,Manzanita Sol,79011.16
2019-05-01,Mineral Agua Mineral,42118.98
2019-08-21,Mineral Agua Mineral,38796.79
2022-08-24,Boing Guayaba,57602.38
2022-12-03,Boing Mango,37969.71
2019-03-09,Epura Agua Purificada,29702.42
2018-04-01,Epura Agua Purificada,31521.14
2022-06-22,Mineral Agua Mineral,41921.99
2022-06-23,Boing Mango,87052.89
2018-08-23,Manzanita Sol,65212.47
2019-04-17,Pepsi,58796.12
2021-09-12,Boing Mango,54423.15
2021-03-31,Pepsi,37537.09
2021-02-03,Pepsi,83259.14
2018-06-19,Mineral Agua Mineral,35938.87
2020-09-28,Del Valle Naranja,92602.14
2018-07-17,Epura Agua Purificada,57895.79
2022-03-12,Mineral Agua Mineral,45180.70
2018-08-24,Mineral Agua Mineral,57241.62
2019-03-29,Pepsi,72910.05
2021-07-09,Epura Agua Purificada,51727.80
2021-01-10,Del Valle Naranja,63991.91
2022-03-08,Epura Agua Purificada,42884.57
2021-05-23,Epura Agua Purificada,30439.13
2021-03-17,Manzanita Sol,52378.68
2021-10-04,Sprite,38098.13
2021-08-23,Fanta,63589.57
2022-01-30,Boing Mango,43578.21
2019-05-29,Pepsi,52589.76
2022-11-17,Mineral Agua Mineral,25384.38
2022-06-07,Manzanita Sol,59473.78
2020-09-29,Mineral Agua Mineral,40946.58
2018-10-08,Mineral Agua Mineral,55744.28
2018-09-23,Coca-Cola,34370.30
2021-09-15,Pepsi,83764.45
2019-02-12,Fanta,13075.69
2022-11-27,Sprite,37372.65
2019-03-05,Boing Mango,22525.75
2021-04-30,Boing Guayaba,53887.99
2020-01-19,Mineral Agua Mineral,42161.72
2022-05-18,Boing Guayaba,60037.47
2021-08-06,Boing Mango,86585.59
2022-04-06,Sprite,69609.60
2019-03-09,Mineral Agua Mineral,32960.02
2019-01-01,Fanta,56746.61
2021-03-13,Manzanita Sol,72632.53
2021-01-31,Sprite,92371.49
2022-04-07,Coca-Cola,76729.90
2021-04-23,Epura Agua Purificada,40138.25
2018-03-29,Fanta,35048.46
2018-04-25,Pepsi,93837.40
2021-07-27,Sprite,104791.12
2019-01-03,Pepsi,31735.88
2020-04-06,Epura Agua Purificada,22230.73
2021-05-18,Mineral Agua Mineral,58406.96
2018-12-26,Fanta,32044.72
2020-06-11,Coca-Cola,72191.76
2020-08-19,Del Valle Naranja,105975.99
2019-01-11,Coca-Cola,67970.34
2021-09-11,Fanta,77431.63
2020-12-20,Mineral Agua Mineral,53492.07
2022-12-14,Fanta,82421.38
2019-12-15,Epura Agua Purificada,52528.55
2022-12-04,Sprite,33200.35
2019-10-13,Manzanita Sol,43206.42
2022-09-27,Manzanita Sol,54708.13
2018-03-20,Pepsi,67620.97
2019-05-17,Epura Agua Purificada,59066.12
2021-03-20,Mineral Agua Mineral,15713.39
2020-12-10,Coca-Cola,66329.86
2019-12-12,Fanta,47509.61
2019-07-17,Boing Mango,37988.51
2018-08-04,Epura Agua Purificada,43896.80
2019-11-28,Coca-Cola,75315.38
2022-10-29,Mineral Agua Mineral,36754.24
2018-03-27,Sprite,105922.38
2021-05-10,Coca-Cola,73987.57
2018-11-06,Del Valle Naranja,49446.48
2020-05-21,Fanta,88117.65
2020-07-26,Pepsi,96463.08
2020-04-26,Fanta,48055.82
2020-12-26,Sprite,38168.98
2022-06-14,Sprite,57805.43
2018-11-23,Boing Guayaba,72338.67
2022-11-22,Epura Agua Purificada,34099.80
2021-02-21,Sprite,35391.29
2022-08-26,Del Valle Naranja,69896.56
2019-03-25,Mineral Agua Mineral,50946.31
2022-12-12,Sprite,58806.20
2020-07-08,Coca-Cola,82542.30
2020-05-19,Mineral Agua Mineral,21963.72
2022-04-09,Coca-Cola,76731.76
2022-07-06,Fanta,62274.10
2021-12-18,Pepsi,55132.90
2020-06-15,Manzanita Sol,28934.61
2022-08-27,Manzanita Sol,77319.47
2018-02-17,Boing Mango,35566.06
2021-01-09,Pepsi,68807.40
2022-03-29,Epura Agua Purificada,39055.89
2022-11-14,Sprite,45275.74
2018-10-21,Pepsi,77164.77
2019-02-05,Manzanita Sol,38610.06
2020-05-14,Coca-Cola,71968.01
2018-06-25,Coca-Cola,55428.79
2020-07-26,Epura Agua Purificada,56153.64
2019-01-14,Fanta,76822.09
2020-11-20,Pepsi,88480.77
2021-09-10,Pepsi,39623.06
2018-08-16,Manzanita Sol,50887.78
2022-08-24,Pepsi,36514.65
2021-05-19,Pepsi,49343.54
2018-03-21,Mineral Agua Mineral,31536.73
2022-10-04,Sprite,58111.99
2019-01-02,Del Valle Naranja,32572.91
2021-07-06,Boing Mango,47190.35
2019-04-12,Epura Agua Purificada,33225.46
2020-06-30,Coca-Cola,53651.47
2022-06-18,Manzanita Sol,43376.14
2018-04-20,Boing Guayaba,45218.50
2020-10-12,Coca-Cola,102000.88
2021-03-18,Fanta,66093.78
2018-01-10,Del Valle Naranja,24539.28
2018-08-03,Del Valle Naranja,31064.80
2020-03-16,Sprite,89928.61
2020-12-24,Pepsi,76169.93
2018-06-05,Manzanita Sol,54712.66
2021-06-28,Epura Agua Purificada,39204.48
2020-07-14,Epura Agua Purificada,55286.21
2019-10-06,Mineral Agua Mineral,51187.62
2021-09-25,Boing Guayaba,41277.69
2022-06-23,Mineral Agua Mineral,33119.47
2018-04-17,Sprite,46816.90
2020-03-03,Pepsi,79906.84
2021-12-02,Manzanita Sol,44056.05
2018-01-11,Pepsi,64798.39
2018-10-27,Manzanita Sol,57807.00
2019-02-22,Boing Mango,64674.42
2021-02-16,Pepsi,80588.21
2022-09-04,Boing Mango,45929.00
2021-07-22,Del Valle Naranja,36144.39
2020-09-04,Epura Agua Purificada,15070.16
2019-09-27,Coca-Cola,37615.25
2020-02-15,Manzanita Sol,70473.11
2018-11-03,Manzanita Sol,92177.26
2021-05-07,Epura Agua Purificada,29742.30
2018-04-28,Manzanita Sol,78792.41
2021-02-27,Sprite,66037.73
2021-09-25,Epura Agua Purificada,22777.03
2018-09-16,Boing Guayaba,69042.00
2021-10-17,Manzanita Sol,68949.56
2021-12-08,Manzanita Sol,74310.56
2020-09-10,Epura Agua Purificada,23386.57
2021-03-11,Mineral Agua Mineral,57218.80
2022-01-10,Fanta,67699.25
2021-09-18,Epura Agua Purificada,88159.46
2020-03-16,Boing Mango,57319.62
2018-10-07,Mineral Agua Mineral,27201.34
2022-02-02,Mineral Agua Mineral,58516.42
2020-11-09,Boing Mango,57924.28
2020-10-31,Fanta,67916.89
2020-03-25,Sprite,80104.42
2018-10-09,Epura Agua Purificada,36412.22
2021-07-02,Del Valle Naranja,63234.93
2019-11-17,Pepsi,75820.22
2021-09-01,Manzanita Sol,58953.66
2019-07-17,Pepsi,79755.61
2020-01-10,Boing Mango,50238.87
2020-10-21,Coca-Cola,94795.54
2019-09-05,Fanta,68728.81
2022-09-18,Coca-Cola,79588.99
2020-11-30,Boing Guayaba,34176.57
2019-09-12,Coca-Cola,82667.28
2021-07-18,Sprite,41077.04
2022-01-29,Coca-Cola,74903.86
2018-09-11,Mineral Agua Mineral,71879.93
2021-06-15,Sprite,84424.82
2020-03-07,Fanta,77782.31
2021-05-15,Boing Mango,44721.91
2020-08-10,Mineral Agua Mineral,53491.88
2022-04-14,Pepsi,39956.45
2019-04-04,Epura Agua Purificada,48046.45
2020-02-12,Mineral Agua Mineral,38435.37
2021-08-01,Pepsi,89813.33
2021-01-16,Manzanita Sol,83448.57
2019-02-20,Pepsi,71978.80
2021-06-07,Coca-Cola,82491.98
2020-05-17,Mineral Agua Mineral,52633.20
2018-11-05,Sprite,62779.04
2022-03-06,Boing Mango,57196.19
2018-11-12,Manzanita Sol,54291.63
2022-02-09,Fanta,128859.44
2018-07-26,Manzanita Sol,59261.74
2020-11-11,Pepsi,113890.84
2021-03-13,Boing Mango,39745.39
2020-08-15,Pepsi,68086.07
2020-09-04,Mineral Agua Mineral,73531.17
2021-12-15,Manzanita Sol,101643.73
2020-02-15,Fanta,85177.46
2020-08-28,Sprite,93653.87
2019-12-04,Sprite,50229.42
2018-09-12,Epura Agua Purificada,23067.72
2020-02-20,Pepsi,79833.27
2021-12-16,Coca-Cola,69466.35
2020-11-08,Epura Agua Purificada,49331.53
2021-01-16,Pepsi,59552.58
2020-08-05,Pepsi,64954.38
2020-01-29,Coca-Cola,90461.83
2019-06-13,Epura Agua Purificada,31701.54
2021-04-09,Pepsi,98265.48
2018-01-30,Del Valle Naranja,66040.61
2018-11-24,Manzanita Sol,63705.34
2021-02-01,Boing Mango,44560.59
2019-05-31,Manzanita Sol,62131.03
2022-05-04,Del Valle Naranja,64251.16
2022-06-03,Manzanita Sol,82465.11
2018-06-20,Mineral Agua Mineral,44116.42
2021-04-01,Epura Agua Purificada,28089.62
2019-12-02,Mineral Agua Mineral,34787.33
2021-01-23,Mineral Agua Mineral,46870.43
2022-03-25,Coca-Cola,63632.54
2019-11-17,Coca-Cola,74103.31
2018-05-05,Boing Mango,41315.98
2022-12-08,Boing Mango,40764.07
2019-06-04,Boing Mango,49498.03
2018-07-21,Fanta,61178.73
2022-10-13,Fanta,54389.64
2019-03-31,Sprite,75784.38
2018-03-08,Coca-Cola,90162.55
2020-04-05,Coca-Cola,74616.78
2019-04-17,Del Valle Naranja,37844.21
2021-03-31,Fanta,93922.23
2018-03-28,Pepsi,81261.15
2020-10-01,Mineral Agua Mineral,49288.59
2022-04-22,Manzanita Sol,72271.09
2019-11-07,Pepsi,48356.02
2021-09-16,Del Valle Naranja,31330.15
2019-01-12,Del Valle Naranja,54147.08
2019-02-13,Mineral Agua Mineral,40008.46
2020-04-22,Fanta,64815.16
2022-06-03,Del Valle Naranja,116143.52
2020-02-18,Mineral Agua Mineral,43589.53
2021-08-21,Manzanita Sol,65827.88
2018-09-02,Del Valle Naranja,85331.59
2021-05-22,Del Valle Naranja,56591.94
2022-08-28,Sprite,24630.51
2019-08-24,Sprite,68974.36
2022-11-21,Manzanita Sol,43718.98
2021-01-11,Coca-Cola,83342.29
2021-03-18,Manzanita Sol,71946.78
2018-07-08,Epura Agua Purificada,60994.03
2021-07-01,Mineral Agua Mineral,38679.21
2018-06-29,Mineral Agua Mineral,24726.98
2020-03-07,Coca-Cola,75161.11
2021-06-20,Pepsi,36711.50
2021-10-30,Sprite,47028.58
2018-09-11,Del Valle Naranja,59517.13
2020-10-25,Fanta,41796.06
2022-11-02,Mineral Agua Mineral,54235.94
2019-10-30,Manzanita Sol,65754.82
2019-08-11,Del Valle Naranja,57627.20
2022-10-31,Pepsi,60935.26
2018-05-28,Boing Mango,43174.33
2021-03-12,Mineral Agua Mineral,48657.68
2018-02-27,Del Valle Naranja,72013.19
2021-10-20,Coca-Cola,51289.34
2020-05-14,Manzanita Sol,67552.72
2020-03-05,Fanta,65638.68
2020-10-18,Manzanita Sol,75258.60
2021-07-16,Epura Agua Purificada,24513.80
2019-11-23,Boing Guayaba,41068.50
2021-02-11,Mineral Agua Mineral,56752.75
2022-04-06,Coca-Cola,112404.51
2020-07-18,Sprite,54442.50
2022-12-27,Coca-Cola,52504.97
2019-09-29,Fanta,98053.60
2019-07-31,Fanta,71787.82
2019-12-30,Mineral Agua Mineral,39980.91
2020-01-30,Epura Agua Purificada,29597.75
2022-02-09,Pepsi,67052.25
2020-01-18,Boing Mango,44551.03
2020-02-08,Del Valle Naranja,35847.92
2018-02-21,Pepsi,90821.70
2018-12-16,Coca-Cola,98893.17
2019-12-20,Coca-Cola,89989.82
2022-04-02,Sprite,45685.18
2021-06-15,Epura Agua Purificada,24408.75
2022-06-06,Pepsi,58705.03
2022-11-12,Del Valle Naranja,50307.20
2022-08-01,Manzanita Sol,51390.22
2019-12-02,Pepsi,55651.83
2021-01-05,Mineral Agua Mineral,63230.96
2019-07-02,Manzanita Sol,43604.87
2022-04-26,Fanta,80265.17
2019-11-06,Coca-Cola,59870.83
2018-08-11,Coca-Cola,123235.88
2018-11-19,Pepsi,49854.99
2019-09-03,Coca-Cola,69272.41
2020-09-12,Manzanita Sol,57561.03
2021-12-14,Mineral Agua Mineral,66299.13
2019-09-12,Epura Agua Purificada,60579.50
2020-01-04,Mineral Agua Mineral,41887.16
2022-11-15,Sprite,51122.31
2020-04-16,Fanta,73816.53
2020-06-05,Boing Mango,38546.36
2020-12-31,Pepsi,54588.11
2020-09-22,Epura Agua Purificada,43861.84
2019-06-10,Coca-Cola,64947.73
2021-04-24,Boing Mango,53583.06
2018-05-21,Del Valle Naranja,62494.60
2022-01-05,Mineral Agua Mineral,33884.33
2019-11-18,Coca-Cola,57248.38
2018-11-14,Mineral Agua Mineral,64561.50
2022-02-24,Manzanita Sol,41016.43
2021-03-20,Boing Mango,53146.96
2021-03-05,Coca-Cola,89371.80
2022-10-24,Coca-Cola,44974.52
2022-02-07,Coca-Cola,115528.11
2021-02-23,Boing Mango,89064.24
2022-06-16,Epura Agua Purificada,23085.18
2020-02-22,Fanta,86424.75
2020-04-20,Boing Mango,34842.30
2022-03-30,Epura Agua Purificada,50870.25
2020-11-08,Boing Mango,59098.82
2019-11-24,Sprite,78435.51
2019-07-09,Coca-Cola,120375.74
2021-07-28,Pepsi,28381.37
2022-09-02,Mineral Agua Mineral,45052.75
2019-05-30,Coca-Cola,36683.99
2021-01-07,Mineral Agua Mineral,55080.08
2022-06-15,Coca-Cola,114348.50
2018-10-25,Boing Guayaba,59611.71
2021-11-07,Coca-Cola,84307.09
2022-09-08,Boing Guayaba,35529.39
2021-11-18,Fanta,93543.91
2018-05-30,Coca-Cola,91947.27
2022-03-30,Del Valle Naranja,46384.34
2022-08-29,Epura Agua Purificada,40866.68
2018-12-16,Pepsi,85145.40
2020-12-17,Pepsi,54680.71
2019-10-12,Del Valle Naranja,58424.80
2021-12-14,Fanta,72417.11
2021-11-16,Epura Agua Purificada,61673.66
2019-08-17,Fanta,58308.39
2022-05-05,Boing Guayaba,27218.51
2019-08-13,Sprite,72522.02
2018-10-04,Pepsi,46442.56
2022-07-03,Sprite,42599.29
2022-03-25,Mineral Agua Mineral,33211.43
2019-11-17,Boing Guayaba,34028.03
2020-08-20,Boing Mango,13525.39
2018-09-28,Pepsi,81199.34
2022-04-05,Mineral Agua Mineral,26376.69
2021-12-29,Fanta,43764.86
2018-04-25,Manzanita Sol,107346.32
2018-07-15,Boing Guayaba,100149.42
2021-06-10,Coca-Cola,69739.91
2022-12-04,Boing Mango,57532.38
2018-09-24,Mineral Agua Mineral,65956.69
2020-05-29,Coca-Cola,46723.11
2022-10-26,Fanta,65289.07
2018-12-31,Coca-Cola,71896.95
2022-04-25,Fanta,49678.51
2022-01-14,Mineral Agua Mineral,39619.10
2022-10-15,Epura Agua Purificada,37793.32
2021-04-20,Mineral Agua Mineral,46965.27
2021-07-29,Boing Mango,56361.59
2021-12-05,Fanta,71277.94
2018-12-11,Del Valle Naranja,29026.63
2021-10-18,Del Valle Naranja,52312.26
2021-06-27,Coca-Cola,50293.06
2019-06-19,Del Valle Naranja,72663.77
2020-12-24,Epura Agua Purificada,43107.54
2018-04-11,Del Valle Naranja,66724.06
2020-02-15,Sprite,85929.68
2022-04-24,Boing Mango,94713.76
2019-02-22,Manzanita Sol,55713.81
2019-09-06,Coca-Cola,47051.17
2022-09-21,Coca-Cola,54716.12
2020-12-24,Coca-Cola,111200.16
2018-12-04,Manzanita Sol,110231.09
2022-09-20,Boing Mango,72252.01
2019-03-18,Boing Mango,58138.63
2018-02-28,Mineral Agua Mineral,42632.39
2022-08-06,Boing Mango,42052.52
2018-05-27,Fanta,96890.01
2021-02-01,Manzanita Sol,112198.02
2019-06-16,Sprite,32619.07
2019-07-06,Boing Mango,24690.41
2018-11-30,Mineral Agua Mineral,46003.55
2018-06-19,Pepsi,71350.79
2019-01-01,Coca-Cola,40708.52
2022-12-26,Mineral Agua Mineral,24716.60
2022-08-16,Epura Agua Purificada,35110.70
2020-06-26,Mineral Agua Mineral,47986.96
2022-11-28,Mineral Agua Mineral,41648.90
2019-03-27,Sprite,65849.99
2022-08-11,Fanta,39024.45
2019-01-30,Del Valle Naranja,43875.74
2019-08-06,Pepsi,64685.99
2021-06-29,Fanta,48816.25
2022-08-03,Mineral Agua Mineral,74635.05
2021-05-03,Boing Guayaba,61580.02
2019-09-22,Pepsi,68490.03
2019-12-26,Boing Guayaba,67178.67
2021-08-18,Manzanita Sol,107763.30
2019-08-29,Mineral Agua Mineral,23690.80
2020-01-07,Boing Guayaba,57601.30
2020-10-04,Mineral Agua Mineral,50435.28
2020-06-04,Del Valle Naranja,68873.02
2020-03-28,Coca-Cola,84119.98
2018-09-30,Fanta,62709.54
2021-11-08,Coca-Cola,77061.89
2020-08-30,Mineral Agua Mineral,57883.80
2019-09-18,Manzanita Sol,50899.45
2020-10-04,Fanta,28039.76
2019-01-08,Boing Mango,35525.07
2018-04-13,Boing Mango,36874.61
2022-08-13,Epura Agua Purificada,37266.71
2019-05-04,Fanta,51667.43
2020-06-10,Coca-Cola,57849.00
2018-05-15,Del Valle Naranja,64581.59
2020-04-18,Fanta,67949.37
2021-06-04,Epura Agua Purificada,46574.55
2020-06-27,Pepsi,111784.55
2022-08-02,Sprite,64790.19
2020-05-13,Coca-Cola,117373.85
2021-06-27,Fanta,103051.60
2018-03-03,Sprite,63005.63
2018-02-11,Fanta,86931.04
2021-03-07,Sprite,86888.19
2022-10-29,Del Valle Naranja,67223.38
2020-10-22,Del Valle Naranja,71982.55
2022-05-09,Del Valle Naranja,80634.71
2021-11-14,Sprite,43169.57
2021-07-23,Epura Agua Purificada,57922.75
2019-12-02,Coca-Cola,75605.64
2018-01-14,Coca-Cola,92165.39
2018-10-27,Boing Mango,105699.10
2022-12-30,Del Valle Naranja,34669.79
2020-04-16,Pepsi,88504.57
2022-10-24,Sprite,59904.72
2019-10-13,Sprite,33477.28
2020-12-07,Sprite,39599.34
2020-10-10,Fanta,54605.42
2021-11-05,Del Valle Naranja,62185.08
2021-05-05,Pepsi,82276.44
2020-01-28,Del Valle Naranja,57668.48
2021-11-12,Boing Mango,52468.45
2022-08-10,Sprite,66071.82
2020-07-28,Boing Mango,53612.60
2022-12-23,Sprite,76979.43
2020-02-26,Del Valle Naranja,60762.46
2018-03-09,Manzanita Sol,128620.75
2021-07-22,Sprite,53601.52
2018-10-06,Del Valle Naranja,64365.49
2022-02-06,Boing Mango,37260.71
2021-08-20,Fanta,65696.87
2022-11-01,Epura Agua Purificada,43009.73
2019-09-10,Fanta,74349.11
2018-11-28,Epura Agua Purificada,22800.21
2019-04-20,Pepsi,56839.30
2022-03-07,Boing Guayaba,54011.02
2019-07-05,Manzanita Sol,28756.18
2020-05-17,Manzanita Sol,50036.10
2018-09-23,Fanta,79931.76
2018-04-01,Coca-Cola,102127.43
2018-11-14,Boing Mango,49741.41
2022-12-25,Del Valle Naranja,34461.94
2018-11-11,Manzanita Sol,113757.69
2020-03-04,Boing Mango,52468.33
2021-07-09,Fanta,83118.35
2019-01-02,Manzanita Sol,64028.98
2021-09-22,Manzanita Sol,69484.08
2019-03-03,Manzanita Sol,83627.55
2020-12-12,Boing Mango,35320.03
2018-05-29,Pepsi,88618.22
2022-01-19,Coca-Cola,36258.40
2021-04-30,Mineral Agua Mineral,24802.47
2022-11-09,Manzanita Sol,60763.77
2019-01-24,Boing Mango,42120.39
2020-03-23,Coca-Cola,83414.85
2018-10-29,Mineral Agua Mineral,58636.11
2021-10-09,Del Valle Naranja,33507.62
2021-09-17,Coca-Cola,28511.24
2018-07-24,Boing Mango,77035.74
2021-06-12,Pepsi,39757.58
2018-07-08,Manzanita Sol,38254.74
2019-03-27,Mineral Agua Mineral,45980.47
2020-10-25,Epura Agua Purificada,38953.34
2020-10-17,Sprite,50985.09
2022-04-12,Del Valle Naranja,55072.41
2018-09-13,Coca-Cola,59970.00
2020-06-28,Mineral Agua Mineral,58646.07
2019-05-23,Fanta,91961.17
2022-02-08,Sprite,67722.48
2022-09-05,Boing Mango,45710.02
2021-05-15,Epura Agua Purificada,37562.95
2020-03-14,Fanta,52396.43
2020-10-10,Mineral Agua Mineral,33015.14
2019-03-31,Fanta,62982.38
2020-04-22,Pepsi,45107.59
2022-08-11,Del Valle Naranja,25633.60
2018-11-26,Del Valle Naranja,70042.67
2021-11-09,Manzanita Sol,78739.78
2020-02-05,Del Valle Naranja,48718.33
